Container,Image,Name,Type,Chance,Rarity,Min Ammo,Max Ammo
Weapon box (5x2),,UHF RFID Reader,Electronics,,Super Rare,,
Weapon box (5x2),,Virtex programmable processor,Electronics,,Super Rare,,
Weapon box (5x2),,Military COFDM wireless Signal Transmitter,Electronics,,Super Rare,,
Weapon box (5x2),,Izhmash 5.45x39 AK-74 muzzlebrake & compensator (6P20 0-20),Flash Hider,,Common,,
Weapon box (5x2),,Izhmash 5.45x39 muzzle break for AKS-74U (6P26 0-20),Flash Hider,,Common,,
Weapon box (5x2),,Colt USGI A2 5.56x45 Flashhider for AR-15,Flash Hider,,Rare,,
Weapon box (5x2),,Izhmash 7.62x39 AKM muzzlebrake & compensator (6P1 0-14),Flash Hider,,Rare,,
Weapon box (5x2),,Molot 7.62x39 Vepr KM / VPO-136 muzzlebrake & compensator,Flash Hider,,Rare,,
Weapon box (5x2),,Izhmash 7.62x39 flash hider for AKML system,Flash Hider,,Rare,,
Weapon box (5x2),,ADAR 2-15.56x45 Flashhider,Flash Hider,,Rare,,
Weapon box (5x2),,Surefire WarComp 5.56x45 Flashhider for AR-15,Flash Hider,,Rare,,
Weapon box (5x2),,Lantac Drakon 7.62x39 muzzlebrake & compensator for AK,Flash Hider,,Rare,,
Weapon box (5x2),,SRVV 5.45x39 AK-74 muzzlebrake,Flash Hider,,Rare,,
Weapon box (5x2),,SRVV 7.62x39 AK muzzlebrake & compensator,Flash Hider,,Rare,,
Weapon box (5x2),,Zenit DTK-1 7.62x39 & 5.45x39 muzzlebrake & compensator for AK,Flash Hider,,Super Rare,,
Weapon box (5x2),,Noveske KX3 5.56x45 flashhider,Flash Hider,,Super Rare,,
Weapon box (5x2),,DVL-10 M2 muzzle break,Flash Hider,,Super Rare,,
Weapon box (5x2),,DVL-10 muzzle device,Flash Hider,,Super Rare,,
Weapon box (5x2),,PWS CQB 5.56 x 45 Muzzle brake,Flash Hider,,Super Rare,,
Weapon box (5x2),,PWS CQB 74 5.45x39 Muzzle brake,Flash Hider,,Super Rare,,
Weapon box (5x2),,Decelerator 3 Port 9x19 Compensator,Flash Hider,,Super Rare,,
Weapon box (5x2),,Lone Wolf Compensator 9 9x19,Flash Hider,,Super Rare,,
Weapon box (5x2),,National Match 7.62x51 muzzlebrake & compensator for M1A,Flash Hider,,Super Rare,,
Weapon box (5x2),,Texas Precision Products muzzlebrake for Mosin rifle,Flash Hider,,Super Rare,,
Weapon box (5x2),,Ultrafire WF-501B Flashlight,Flashlight,,Super Rare,,
Weapon box (5x2),,Armytek Predator Pro v3 XHP35 HI Flashlight,Flashlight,,Super Rare,,
Weapon box (5x2),,Magpul AFG grip black,Foregrip,,Rare,,
Weapon box (5x2),,Magpul AFG grip FDE,Foregrip,,Rare,,
Weapon box (5x2),,Magpul AFG grip FG,Foregrip,,Rare,,
Weapon box (5x2),,Magpul AFG grip OD,Foregrip,,Rare,,
Weapon box (5x2),,Magpul RVG grip black,Foregrip,,Rare,,
Weapon box (5x2),,Zenit RK-0 Foregrip,Foregrip,,Rare,,
Weapon box (5x2),,Zenit RK-4 Foregrip,Foregrip,,Rare,,
Weapon box (5x2),,BCM MOD.3 Tactical grip,Foregrip,,Rare,,
Weapon box (5x2),,KAC Vertical pistol grip,Foregrip,,Rare,,
Weapon box (5x2),,Tango Down Stubby BGV-MK46K tactical grip,Foregrip,,Super Rare,,
Weapon box (5x2),,Tango Down Stubby BGV-MK46K tactical grip FDE,Foregrip,,Super Rare,,
Weapon box (5x2),,Tango Down Stubby BGV-MK46K tactical grip FG,Foregrip,,Super Rare,,
Weapon box (5x2),,Viking Tactical UVG Tactical grip,Foregrip,,Super Rare,,
Weapon box (5x2),,Hera Arms CQR tactical grip,Foregrip,,Super Rare,,
Weapon box (5x2),,VS-24 white handguard with a VS-33c gas block combo for AK,Gasblock,,Super Rare,,
Weapon box (5x2),,Wooden AK-74 handguard (6P20 Sb.6),Handguard,,Common,,
Weapon box (5x2),,Wooden AK-74 handguard (6P1 Sb.6-1),Handguard,,Common,,
Weapon box (5x2),,Polymer AK-74 foregrip (6P20 Sb.9),Handguard,,Rare,,
Weapon box (5x2),,MP5 Wide Tropical Polymer handguard,Handguard,,Rare,,
Weapon box (5x2),,MP5SD Polymer handguard,Handguard,,Rare,,
Weapon box (5x2),,Wooden AKM / VPO-209 handguard,Handguard,,Rare,,
Weapon box (5x2),,Aim sport Universal keymod foregrip for FAL,Handguard,,Rare,,
Weapon box (5x2),,Midwest 6.5 inch M-LOK foregrip for MPX,Handguard,,Rare,,
Weapon box (5x2),,Magpul MOE SL carbine length M-LOK foregrip for AR15,Handguard,,Rare,,
Weapon box (5x2),,Daniel Defence FDE RIS II FSP 9.5 foregrip for AR-15-compatible systems,Handguard,,Rare,,
Weapon box (5x2),,Polymer AK-100 series foregrip,Handguard,,Rare,,
Weapon box (5x2),,TDI AKM-L handguard for AK,Handguard,,Rare,,
Weapon box (5x2),,TDI AKM-L handguard for AK Anodized Bronze,Handguard,,Rare,,
Weapon box (5x2),,Knight's Armament KAC RIS handguard for AR-15 and compatibles,Handguard,,Super Rare,,
Weapon box (5x2),,Custom plastic MP-133 forestock with mounts,Handguard,,Super Rare,,
Weapon box (5x2),,Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems (Flat Dark Earth),Handguard,,Super Rare,,
Weapon box (5x2),,CAA RS47 foregrip for AK-compatible systems,Handguard,,Super Rare,,
Weapon box (5x2),,Izhmekh MP-153 Polymer stock,Handguard,,Super Rare,,
Weapon box (5x2),,Magpul MOE AK HAND GUARD (Black) for AK,Handguard,,Super Rare,,
Weapon box (5x2),,Magpul MOE AK HAND GUARD (Plum) for AK,Handguard,,Super Rare,,
Weapon box (5x2),,B-11 AKS-74U Handguard,Handguard,,Super Rare,,
Weapon box (5x2),,SOK-12 aluminum handguard MTU002 Short Top,Handguard,,Super Rare,,
Weapon box (5x2),,Daniel Defence RIS II 9.5 foregrip for AR-15-compatible systems (Black),Handguard,,Super Rare,,
Weapon box (5x2),,Handguard War Sport LVOA-S blk. for use with AR-15 and compatible,Handguard,,Super Rare,,
Weapon box (5x2),,Handguard War Sport LVOA-C blk. for use with AR-15 and compatible,Handguard,,Super Rare,,
Weapon box (5x2),,Krebs Custom UFM Keymod System handguard for AKM,Handguard,,Super Rare,,
Weapon box (5x2),,Magpul MOE M870 forestock,Handguard,,Super Rare,,
Weapon box (5x2),,MP5 TL-99 Aluminum handguard,Handguard,,Super Rare,,
Weapon box (5x2),,XRSU47SU Tactical Handguard for AKS-74U,Handguard,,Super Rare,,
Weapon box (5x2),,Strike industries TRAX 1 foregrip,Handguard,,Super Rare,,
Weapon box (5x2),,Hexagon handguard for AK(anodized red),Handguard,,Super Rare,,
Weapon box (5x2),,Midwest 10.5 inch M-LOK foregrip for MPX,Handguard,,Super Rare,,
Weapon box (5x2),,"Midwest 9"" M-LOK foregrip for 416A5",Handguard,,Super Rare,,
Weapon box (5x2),,"SAI 10"" QD Rail foregrip for AR15",Handguard,,Super Rare,,
Weapon box (5x2),,Magpul Zhukov-U HAND GUARD (Black) for AK,Handguard,,Super Rare,,
Weapon box (5x2),,Noveske SWS N6 Split handguard for AR-10-compatible systems,Handguard,,Super Rare,,
Weapon box (5x2),,Wooden CAF WASR 10-63 handguard,Handguard,,Super Rare,,
Weapon box (5x2),,TDI AKM-L handguard for AK Anodized Red,Handguard,,Super Rare,,
Weapon box (5x2),,Sig Sauer Standard Frontsight,Iron Sight,,Rare,,
Weapon box (5x2),,Glock Rear Sight,Iron Sight,,Rare,,
Weapon box (5x2),,AKMP system front sight device,Iron Sight,,Super Rare,,
Weapon box (5x2),,Dead Ringer Snake Eye Glock front sight,Iron Sight,,Super Rare,,
Weapon box (5x2),,Truglo TFX Glock front sight,Iron Sight,,Super Rare,,
Weapon box (5x2),,Truglo TFX Glock rear sight,Iron Sight,,Super Rare,,
Weapon box (5x2),,Magpul MBUS Gen.2 Rearsight FDE,Iron Sight,,Super Rare,,
Weapon box (5x2),,ER Fulcrum Bayonet,Knife,,Super Rare,,
Weapon box (5x2),,Antique axe,Knife,,Super Rare,,
Weapon box (5x2),,SP-8 Survival Machete,Knife,,Super Rare,,
Weapon box (5x2),,Red Rebel Ice pick,Knife,,Super Rare,,
Weapon box (5x2),,Camper axe,Knife,,Super Rare,,
Weapon box (5x2),,"90-93 9x18PM Magazine, for 8 PM rounds",Magazine,,Common,,
Weapon box (5x2),,PMAG GEN M3 20 5.56x45 STANAG 20-round magazine,Magazine,,Common,,
Weapon box (5x2),,10-round Saiga 545 5.45x39 magazine for AK-74 and compatibles,Magazine,,Common,,
Weapon box (5x2),,TT-105 7.62x25 TT Magazine,Magazine,,Common,,
Weapon box (5x2),,Sb.5 5-round 12/76 magazine for SOK-12 and compatible weapons,Magazine,,Common,,
Weapon box (5x2),,Standard 9x18PM 20-round magazine for PP-91,Magazine,,Common,,
Weapon box (5x2),,Izhmash AK magazine (issued ‘55 or later) 30-round for 7.62x39 AK and compatibles,Magazine,,Common,,
Weapon box (5x2),,2-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Common,,
Weapon box (5x2),,PMAG GEN M3 10 5.56x45 STANAG 10-round magazine,Magazine,,Common,,
Weapon box (5x2),,PMAG GEN M3 W 30 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (5x2),,30-round 6L23 5.45x39 magazine for AK-74 and compatibles,Magazine,,Rare,,
Weapon box (5x2),,45-round 6L26 5.45x39 magazine for AK-74 and compatibles,Magazine,,Rare,,
Weapon box (5x2),,Colt AR-15 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (5x2),,6L20 30-round 5.45x39 magazine for AK-74 and compatible weapons,Magazine,,Rare,,
Weapon box (5x2),,P226 magazine,Magazine,,Rare,,
Weapon box (5x2),,MP-443 9x19 18-round magazine,Magazine,,Rare,,
Weapon box (5x2),,ProMag SKS-A5 7.62x39 20-round SKS magazine,Magazine,,Rare,,
Weapon box (5x2),,"7.62x39 ribbed metal magazine for AK and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (5x2),,SR1-MP magazine,Magazine,,Rare,,
Weapon box (5x2),,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (FDE)",Magazine,,Rare,,
Weapon box (5x2),,4-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Rare,,
Weapon box (5x2),,Glock 9x19 magazine,Magazine,,Rare,,
Weapon box (5x2),,PMAG GEN M3 30 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (5x2),,"Izhmash 7.62x39 AK aluminium magazine for AK and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (5x2),,FAL/SA-58 7.62x51 10 rnd,Magazine,,Rare,,
Weapon box (5x2),,British FAL/L1A1 7.62x51 30 rnd magazine,Magazine,,Rare,,
Weapon box (5x2),,30-round 5.45x39 magazine for AK-12 and compatibles,Magazine,,Rare,,
Weapon box (5x2),,10-round SVD 7.62x54 magazine,Magazine,,Rare,,
Weapon box (5x2),,"7.62x51 metal magazine for VPO-101 and compatibles, 10-round capacity",Magazine,,Rare,,
Weapon box (5x2),,5-shot MC 20-01 Sb.3 20ga magazine for TOZ-106,Magazine,,Rare,,
Weapon box (5x2),,HK PM Gen.2 5.56x45 STANAG 30-round magazine,Magazine,,Rare,,
Weapon box (5x2),,40-round PMAG GEN M3 FDE 40 5.56x45 STANAG magazine,Magazine,,Rare,,
Weapon box (5x2),,10-round .308 AICS M700 magazine,Magazine,,Rare,,
Weapon box (5x2),,40-round PMAG GEN M3 40 5.56x45 STANAG magazine,Magazine,,Super Rare,,
Weapon box (5x2),,10-round polymer magazine 7.62x54R for SV-98,Magazine,,Super Rare,,
Weapon box (5x2),,60-round 6L31 5.45x39 magazine for AK-74 and compatibles,Magazine,,Super Rare,,
Weapon box (5x2),,PM/PPSH 9x18PM 84-round drum mag for PM,Magazine,,Super Rare,,
Weapon box (5x2),,6L18 45-round 5.45x39 magazine for AK-74 and compatible weapons,Magazine,,Super Rare,,
Weapon box (5x2),,10-round 6L24 9x39 VSS magazine,Magazine,,Super Rare,,
Weapon box (5x2),,20-round 6L25 9x39 VSS magazine,Magazine,,Super Rare,,
Weapon box (5x2),,Standard 9x18PM 30-round magazine for PP-91,Magazine,,Super Rare,,
Weapon box (5x2),,10-round .308 DVL-10 magazine,Magazine,,Super Rare,,
Weapon box (5x2),,Standard MPX 30-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (5x2),,Standard MP5 30-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (5x2),,Magpul PMAG D-60 5.56x45 60-round magazine,Magazine,,Super Rare,,
Weapon box (5x2),,"PMAG 30 AK/AKM GEN M3 7.62x39 magazine for AK and compatibles, 30-round capacity",Magazine,,Super Rare,,
Weapon box (5x2),,"Molot 6P2.Sb-11 7.62x39 magazine for AK and compatibles, 40-round capacity",Magazine,,Super Rare,,
Weapon box (5x2),,"Palm US AK30 7.62x39 magazine for AK and compatibles, 30-round capacity (black)",Magazine,,Super Rare,,
Weapon box (5x2),,X Products X-5 MP5 50-round 9x19 magazine,Magazine,,Super Rare,,
Weapon box (5x2),,"SGMT Drum mag for Glock 9x19, 50 rounds capacity",Magazine,,Super Rare,,
Weapon box (5x2),,30-round SR3M.130 9x39 SR3M magazine,Magazine,,Super Rare,,
Weapon box (5x2),,"Pmag 30 AK74 GEN M3 5.45x39 magazine for AK and compatibles, 30-round capacity",Magazine,,Super Rare,,
Weapon box (5x2),,M1A 20 round 7.62x51 magazine,Magazine,,Super Rare,,
Weapon box (5x2),,X-FAL FAL/SA-58 7.62x51 50 rnd magazine,Magazine,,Super Rare,,
Weapon box (5x2),,"FAL/SA-58 ""MMW"" 7.62x51 20 rnd plastic mag",Magazine,,Super Rare,,
Weapon box (5x2),,ProMag AK-A-16 73-round 7.62x39 magazine for AKM and compatibles,Magazine,,Super Rare,,
Weapon box (5x2),,TROY Battlemag 5.56x45 STANAG 30-round magazine,Magazine,,Super Rare,,
Weapon box (5x2),,X-47 AK 7.62x39 50 rnd magazine,Magazine,,Super Rare,,
Weapon box (5x2),,Special Sniper Rifle VSS Vintorez,Marksman Rifle,,Super Rare,,
Weapon box (5x2),,Remington R11 RSASS 7.62x51,Marksman Rifle,,Super Rare,,
Weapon box (5x2),,Springfield Armory M1A 7.62x51,Marksman Rifle,,Super Rare,,
Weapon box (5x2),,SVDS 7.62x54 Sniper rifle,Marksman Rifle,,Super Rare,,
Weapon box (5x2),,B-8 mount,Mount,,Rare,,
Weapon box (5x2),,Vltor CASV keymod 2 inch guide,Mount,,Rare,,
Weapon box (5x2),,MTU-028SG rail for M870,Mount,,Rare,,
Weapon box (5x2),,M14 Ultimak M8 upper part,Mount,,Rare,,
Weapon box (5x2),,"Aim Sports ""Tri-Rail"" rail for Mosin rifle",Mount,,Rare,,
Weapon box (5x2),,Pilad 043-02 Mount,Mount,,Super Rare,,
Weapon box (5x2),,Rotor 43 RIS mount for PP Kedr,Mount,,Super Rare,,
Weapon box (5x2),,B-12 Mount,Mount,,Super Rare,,
Weapon box (5x2),,B-18 Mount,Mount,,Super Rare,,
Weapon box (5x2),,SIG MPX Gen1 Handguard 4 inch rail adapter,Mount,,Super Rare,,
Weapon box (5x2),,Aimpoint mount for the sights of Micro series,Mount,,Super Rare,,
Weapon box (5x2),,Axion Cobra mount,Mount,,Super Rare,,
Weapon box (5x2),,UTG SKS SOCOM Rail mount,Mount,,Super Rare,,
Weapon box (5x2),,TA51 Mount for sights,Mount,,Super Rare,,
Weapon box (5x2),,Vltor CASV keymod 4 inch guide,Mount,,Super Rare,,
Weapon box (5x2),,Vltor CASV keymod 6 inch guide,Mount,,Super Rare,,
Weapon box (5x2),,SR1MP single rail mount,Mount,,Super Rare,,
Weapon box (5x2),,Low profile mount for Trijicon RMR,Mount,,Super Rare,,
Weapon box (5x2),,High profile mount for Trijicon RMR,Mount,,Super Rare,,
Weapon box (5x2),,UM Tactical UM3 Sight Mount,Mount,,Super Rare,,
Weapon box (5x2),,M14 DCSB,Mount,,Super Rare,,
Weapon box (5x2),,30mm ring-mount AR- P.E.P.R. made by Burris,Mount,,Super Rare,,
Weapon box (5x2),,Sig Sauer mount for the sights of Romeo series.,Mount,,Super Rare,,
Weapon box (5x2),,Bridge Sight Mount for P226,Mount,,Super Rare,,
Weapon box (5x2),,Short length rail for Hexagon(Anodized Red),Mount,,Super Rare,,
Weapon box (5x2),,Medium length rail for Hexagon(Anodized Red),Mount,,Super Rare,,
Weapon box (5x2),,Aim Sports MNG rail for Mosin rifle,Mount,,Super Rare,,
Weapon box (5x2),,Taktika Tula AK and AKM adapter,Muzzle Combo,,Rare,,
Weapon box (5x2),,GK-02 Muzzle Brake,Muzzle Combo,,Super Rare,,
Weapon box (5x2),,P226 thread protection cap,Muzzle Combo,,Super Rare,,
Weapon box (5x2),,Tromix Monster Claw 12ga muzzle brake,Muzzle Combo,,Super Rare,,
Weapon box (5x2),,Thread protector for Alpha Wolf Glock barrels,Muzzle Combo,,Super Rare,,
Weapon box (5x2),,Glock thread protector produced by Double Diamond,Muzzle Combo,,Super Rare,,
Weapon box (5x2),,Glock thread protector produced by Salient Arms,Muzzle Combo,,Super Rare,,
Weapon box (5x2),,Zenit-Belomo PSO 1M2-1 4x24 scope,Scope,,Rare,,
Weapon box (5x2),,Zenit-Belomo PSO 1 4x24 scope,Scope,,Rare,,
Weapon box (5x2),,KMZ 1P59 3-10x riflescope,Scope,,Rare,,
Weapon box (5x2),,KMZ 1P69 3-10x riflescope,Scope,,Rare,,
Weapon box (5x2),,Optical scope March Tactical 3-24x42 FFP,Scope,,Super Rare,,
Weapon box (5x2),,Leupold Mark 4 LR 6.5-20x50 riflescope,Scope,,Super Rare,,
Weapon box (5x2),,Nightforce ATACR 7-35x56 riflescope,Scope,,Super Rare,,
Weapon box (5x2),,EOtech Vudu 1-6 riflescope,Scope,,Super Rare,,
Weapon box (5x2),,"Gunpowder ""Kite""",Other,,Rare,,
Weapon box (5x2),,"Gunpowder ""Eagle""",Other,,Rare,,
Weapon box (5x2),,"Gunpowder ""Hawk""",Other,,Super Rare,,
Weapon box (5x2),,PM 9x18PM pistol,Pistol,,Common,,
Weapon box (5x2),,TT pistol 7.62x25 TT,Pistol,,Common,,
Weapon box (5x2),,Yarygin MP-443 Grach 9x19 pistol,Pistol,,Common,,
Weapon box (5x2),,P226R 9x19 pistol,Pistol,,Rare,,
Weapon box (5x2),,Stechkin Automatic Pistol 9x18PM,Pistol,,Rare,,
Weapon box (5x2),,GLOCK 17 9x19 pistol,Pistol,,Rare,,
Weapon box (5x2),,Beretta M9A3 9x19 pistol,Pistol,,Rare,,
Weapon box (5x2),,PB 9x18PM silenced pistol,Pistol,,Super Rare,,
Weapon box (5x2),,9x21 Serdyukov automatic pistol SR1MP Gyurza,Pistol,,Super Rare,,
Weapon box (5x2),,Silenced Stechkin Automatic Pistol 9x18PM,Pistol,,Super Rare,,
Weapon box (5x2),,GLOCK 18C 9x19 pistol,Pistol,,Super Rare,,
Weapon box (5x2),,FN Five-seveN MK2 FDE Frame 5.7x28 pistol,Pistol,,Super Rare,,
Weapon box (5x2),,Colt A2 AR-15 pistol grip,Pistol Grip,,Common,,
Weapon box (5x2),,Izhmash AK polymer pistol grip (6P1 Sb.8),Pistol Grip,,Common,,
Weapon box (5x2),,Standard TT side grips,Pistol Grip,,Common,,
Weapon box (5x2),,TOZ 002 pistol grip for TOZ-106,Pistol Grip,,Common,,
Weapon box (5x2),,Magpul MOE AR-15 pistol grip,Pistol Grip,,Rare,,
Weapon box (5x2),,Hogue OverMolded Rubber Grip Ghillie Green,Pistol Grip,,Rare,,
Weapon box (5x2),,Izhmash AK-74 Textolite pistol grip (6P4 Sb.9),Pistol Grip,,Rare,,
Weapon box (5x2),,Izhmash AKM bakelite pistol grip,Pistol Grip,,Rare,,
Weapon box (5x2),,Molot AK bakelite pistol grip,Pistol Grip,,Rare,,
Weapon box (5x2),,Fab AG FAL pistol grip for SA-58,Pistol Grip,,Rare,,
Weapon box (5x2),,"HK ""Battle Grip"" pistol grip for AR-15 based systems",Pistol Grip,,Rare,,
Weapon box (5x2),,US Palm pistol grip for AK,Pistol Grip,,Rare,,
Weapon box (5x2),,SI Enhanced pistol grip for AK FDE,Pistol Grip,,Rare,,
Weapon box (5x2),,Magpul MOE AR-15 pistol grip (FDE),Pistol Grip,,Rare,,
Weapon box (5x2),,Zenit RK-3 AK pistol grip,Pistol Grip,,Super Rare,,
Weapon box (5x2),,Hogue OverMolded Rubber Grip,Pistol Grip,,Super Rare,,
Weapon box (5x2),,Hogue OverMolded Rubber Grip Ghillie Earth,Pistol Grip,,Super Rare,,
Weapon box (5x2),,TAPCO SAW-Style black pistol grip for AK,Pistol Grip,,Super Rare,,
Weapon box (5x2),,TAPCO SAW-Style FDE pistol grip for AK,Pistol Grip,,Super Rare,,
Weapon box (5x2),,Naroh Arms GRAL-S Pistol grip for AR-15-compatible weapons,Pistol Grip,,Super Rare,,
Weapon box (5x2),,Stark AR Rifle Grip (black) for AR-15-compatible weapons,Pistol Grip,,Super Rare,,
Weapon box (5x2),,Stark AR Rifle Grip (FDE) for AR-15-compatible weapons,Pistol Grip,,Super Rare,,
Weapon box (5x2),,AS VAL Pistol grip-buffer tube,Pistol Grip,,Super Rare,,
Weapon box (5x2),,M14ALCS(MOD. 0) pistol grip for M14,Pistol Grip,,Super Rare,,
Weapon box (5x2),,Skeletonized AR-15 pistol grip,Pistol Grip,,Super Rare,,
Weapon box (5x2),,KGB MG-47 pistol grip for AK,Pistol Grip,,Super Rare,,
Weapon box (5x2),,Upper receiver Colt M4A1 5.56x45 for M4A1 assault rifle,Receiver,,Rare,,
Weapon box (5x2),,Zenit B-33 dust cover for AK-74,Receiver,,Rare,,
Weapon box (5x2),,AS VAL Dust cover,Receiver,,Rare,,
Weapon box (5x2),,AKS-74U Dust cover (6P26 Sb.7),Receiver,,Rare,,
Weapon box (5x2),,Glock 9x19 slide,Receiver,,Rare,,
Weapon box (5x2),,AKademia Bastion dust cover for AK,Receiver,,Rare,,
Weapon box (5x2),,Upper receiver KAC 7.62x51 for SR-25 rifle,Receiver,,Rare,,
Weapon box (5x2),,Izhmash AK-74 dust cover (6P1 0-1),Receiver,,Super Rare,,
Weapon box (5x2),,VSS Vintorez dust cover,Receiver,,Super Rare,,
Weapon box (5x2),,Izhmash AKS-74UB Dust cover,Receiver,,Super Rare,,
Weapon box (5x2),,HK MP5SD Upper receiver,Receiver,,Super Rare,,
Weapon box (5x2),,Vltor MUR-1S 5.56x45 Upper receiver for AR systems,Receiver,,Super Rare,,
Weapon box (5x2),,Izhmash AKM dust cover (6P1 0-1),Receiver,,Super Rare,,
Weapon box (5x2),,Molot AKM type dust cover,Receiver,,Super Rare,,
Weapon box (5x2),,Glock 9x19 Viper Cut slide,Receiver,,Super Rare,,
Weapon box (5x2),,Glock Alpha Wolf slide,Receiver,,Super Rare,,
Weapon box (5x2),,Glock Alpha Wolf Custom slide,Receiver,,Super Rare,,
Weapon box (5x2),,Zev Tech Hex Gen3 slide,Receiver,,Super Rare,,
Weapon box (5x2),,Glock Zev Tech Hex Spartan slide,Receiver,,Super Rare,,
Weapon box (5x2),,Glock 9x19 Moto Cut slide,Receiver,,Super Rare,,
Weapon box (5x2),,P226 Sig Stainless elite pistol slide,Receiver,,Super Rare,,
Weapon box (5x2),,P226 Sig Legion full size pistol slide,Receiver,,Super Rare,,
Weapon box (5x2),,MP-133 12ga shotgun,Shotgun,,Common,,
Weapon box (5x2),,TOZ-106 bolt-action shotgun,Shotgun,,Common,,
Weapon box (5x2),,MP-153 12ga semi-automatic shotgun,Shotgun,,Rare,,
Weapon box (5x2),,Saiga 12ga ver. 10 12/76 shotgun,Shotgun,,Rare,,
Weapon box (5x2),,Remington Model 870 12ga shotgun,Shotgun,,Rare,,
Weapon box (5x2),,TGP-A 5.45x39 muzzle device/suppressor,Silencer,,Rare,,
Weapon box (5x2),,Makeshift 7.62x25 TT silencer,Silencer,,Rare,,
Weapon box (5x2),,Hexagon SKS 7.62x39 sound suppressor,Silencer,,Rare,,
Weapon box (5x2),,Rotor 43 9x19 muzzle brake,Silencer,,Rare,,
Weapon box (5x2),,Rotor 43 7.62x39 muzzle brake,Silencer,,Rare,,
Weapon box (5x2),,Rotor 43 .366TKM muzzle brake,Silencer,,Rare,,
Weapon box (5x2),,Rotor 43 5.56x45 muzzle brake,Silencer,,Rare,,
Weapon box (5x2),,Bramit silencer for a Mosin rifle,Silencer,,Rare,,
Weapon box (5x2),,Daniel Defence Wave QD Sound Suppressor,Silencer,,Rare,,
Weapon box (5x2),,KAC QDSS NT-4 Black 5.56x45 silencer,Silencer,,Super Rare,,
Weapon box (5x2),,KAC QDSS NT-4 FDE 5.56x45 silencer,Silencer,,Super Rare,,
Weapon box (5x2),,PBS-4 5.45x39 Silencer,Silencer,,Super Rare,,
Weapon box (5x2),,MPX-SD 9x19 Integrated silencer,Silencer,,Super Rare,,
Weapon box (5x2),,Hexagon AK-74 5.45x39 sound suppressor,Silencer,,Super Rare,,
Weapon box (5x2),,Hexagon 12K sound suppressor,Silencer,,Super Rare,,
Weapon box (5x2),,Zenit DTK-4M muzzle brake,Silencer,,Super Rare,,
Weapon box (5x2),,SR1MP silencer 9x21,Silencer,,Super Rare,,
Weapon box (5x2),,SilencerCo Osprey 9 9x19mm sound suppressor,Silencer,,Super Rare,,
Weapon box (5x2),,AAC 762 SDN-6 7.62x51 Sound Suppressor,Silencer,,Super Rare,,
Weapon box (5x2),,Fischer Development FD917 suppressor,Silencer,,Super Rare,,
Weapon box (5x2),,B&T Rotex 2 4.6x30 silencer,Silencer,,Super Rare,,
Weapon box (5x2),,Regular SV-98 7.62x54 silencer,Silencer,,Super Rare,,
Weapon box (5x2),,AAC Illusion 9 9x19mm silencer,Silencer,,Super Rare,,
Weapon box (5x2),,ASh-12 12.7x55 tactical suppressor,Silencer,,Super Rare,,
Weapon box (5x2),,PP-91 Kedr 9x18PM SMG,Smg,,Common,,
Weapon box (5x2),,Saiga-9 9x19 Carbine,Smg,,Common,,
Weapon box (5x2),,PP-91-01 Kedr-B 9x18PM SMG,Smg,,Rare,,
Weapon box (5x2),,PP-9 Klin 9x18PMM SMG,Smg,,Rare,,
Weapon box (5x2),,SIG MPX 9x19 Submachine gun,Smg,,Rare,,
Weapon box (5x2),,HK MP5 9x19 submachinegun (Navy 3 Round Burst),Smg,,Rare,,
Weapon box (5x2),,Submachinegun 19-01 Vityaz-SN 9x19,Smg,,Rare,,
Weapon box (5x2),,HK MP5 Kurz 9x19 submachinegun,Smg,,Rare,,
Weapon box (5x2),,HK MP7A2 4.6x30 submachinegun,Smg,,Super Rare,,
Weapon box (5x2),,FN P90 5.7x28 submachinegun,Smg,,Super Rare,,
Weapon box (5x2),,B&T MP9-N 9x19 Submachinegun,Smg,,Super Rare,,
Weapon box (5x2),,Mosin bolt-action sniper rifle,Sniper Rifle,,Common,,
Weapon box (5x2),,Mosin bolt-action infantry rifle,Sniper Rifle,,Common,,
Weapon box (5x2),,SV-98 bolt-action sniper rifle,Sniper Rifle,,Rare,,
Weapon box (5x2),,DVL-10 Saboteur sniper rifle,Sniper Rifle,,Super Rare,,
Weapon box (5x2),,Remington Model 700 Sniper rifle,Sniper Rifle,,Super Rare,,
Weapon box (5x2),,NSPU-M night Scope,Scope,,Rare,,
Weapon box (5x2),,FLIR RS-32 2.25-9x 35mm 60Hz thermal riflescope,Scope,,Rare,,
Weapon box (5x2),,Trijicon REAP-IR thermal riflescope,Scope,,Super Rare,,
Weapon box (5x2),,Vulcan MG night scope 3.5x,Scope,,Super Rare,,
